ID,channel,activities_22,activities_21,activities_20,latest_activity,latest_hqa,HQAs_22,HQAs_21,HQAs_20,"('aum', 'Active Equity')","('aum', 'Active FI')","('aum', 'Alts')","('aum', 'Bond ETF')","('aum', 'Core Equity')","('aum', 'Factors')","('aum', 'MAS')","('aum', 'Market Driven/Precision')","('aum', 'Megatrends')","('aum', 'Models')","('aum', 'Sustainable')",mkt_emails_clicked 2020,mkt_emails_opened 2020,mkt_emails_sent 2020,mkt_emails_clicked 2021,mkt_emails_opened 2021,mkt_emails_sent 2021,mkt_emails_clicked 2022,mkt_emails_opened 2022,mkt_emails_sent 2022,"('events_attended', 2020)","('events_attended', 2021)","('events_attended', 2022)","('webinars_attended', 2020)","('webinars_attended', 2021)","('webinars_attended', 2022)","('web_visits', 2020)","('web_visits', 2021)","('web_visits', 2022)","('advisor_center_completes', 2020)","('advisor_center_completes', 2021)","('advisor_center_completes', 2022)","('total_ac_portfolios', 2020)","('total_ac_portfolios', 2021)","('total_ac_portfolios', 2022)"
15719,uswa-core-wealth,12,49,13,6/9/22,5/9/22,4,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,104,0,0,44,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15720,uswa-core-wealth,9,8,1,6/6/22,1/0/00,0,0,0,356363.31,316935.78,0,0,0,0,10907.85,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15721,uswa-core-wealth,12,37,66,6/14/22,4/26/22,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,83,2,2,84,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15722,uswa-emerging-wealth,9,10,45,7/6/22,1/25/21,0,2,11,0,0,0,0,0,0,0,0,0,0,0,3,17,47,5,8,60,2,4,68,0,0,0,0,0,0,143,192,65,5,4,2,0,0,0
15723,uswa-emerging-wealth,28,26,86,6/13/22,6/13/22,16,10,22,0,0,0,0,0,0,0,0,0,0,0,7,302,766,2,179,365,2,65,157,0,0,0,5,0,0,31,22,0,1,2,0,0,0,0
15724,uswa-metro-wealth,36,28,64,6/28/22,6/9/22,6,14,16,0,0,0,0,0,0,0,0,0,0,0,21,31,194,16,29,236,4,10,121,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0
15725,uswa-metro-wealth,16,4,19,6/28/22,3/22/22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,47,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15726,uswa-emerging-wealth,19,1,27,7/1/22,3/4/22,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,71,0,4,27,1,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15727,uswa-core-wealth,13,18,31,6/22/22,6/16/22,6,6,10,0,0,0,0,0,0,0,0,0,0,0,12,15,96,7,36,72,10,36,51,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0
15728,uswa-core-wealth,15,23,16,6/29/22,9/29/21,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,42,0,0,2,0,0,3,0
15729,uswa-core-wealth,7,68,30,6/30/22,4/26/22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,14,126,10,40,118,1,31,68,0,0,0,0,0,0,10,77,14,0,4,2,1,0,0
15730,uswa-core-wealth,13,30,39,7/6/22,3/9/22,1,4,10,0,0,0,0,0,0,0,0,0,0,0,28,55,405,7,175,363,7,112,233,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0
15731,uswa-emerging-wealth,12,24,20,6/30/22,6/28/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,259,0,44,145,0,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15732,uswa-emerging-wealth,15,17,6,6/28/22,8/7/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,37,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15733,uswa-metro-wealth,96,138,58,6/28/22,2/22/21,0,4,16,0,0,0,0,0,0,0,0,0,0,0,4,5,57,2,10,54,0,2,25,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
15734,uswa-metro-wealth,54,142,44,6/10/22,6/10/22,14,16,12,0,0,0,0,0,0,0,0,0,0,0,10,50,186,6,115,178,7,51,94,0,0,1,2,0,0,34,6,0,4,0,0,0,0,0
15735,uswa-core-wealth,16,18,26,6/29/22,12/7/20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,53,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15736,uswa-core-wealth,32,20,63,6/21/22,6/17/22,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15737,uswa-core-wealth,38,36,54,7/6/22,3/28/22,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54,139,0,18,46,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15738,uswa-core-wealth,15,27,46,6/30/22,5/4/21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32,230,2,7,113,0,2,48,0,0,0,0,0,0,25,38,0,1,0,0,0,0,0
15739,uswa-emerging-wealth,24,35,18,6/29/22,4/28/22,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,14,160,0,7,113,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15740,uswa-metro-wealth,12,26,27,6/27/22,6/7/22,7,2,3,0,0,0,0,0,0,0,0,0,0,0,4,8,15,1,14,20,2,13,23,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0
15741,uswa-emerging-wealth,16,13,17,7/6/22,6/30/22,3,6,4,0,0,0,0,0,0,0,0,0,0,0,10,21,241,6,18,141,5,9,84,0,1,0,0,1,0,106,140,171,2,6,6,0,5,5
15742,uswa-emerging-wealth,20,5,26,7/5/22,12/2/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,19,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15743,uswa-metro-wealth,2,9,10,4/7/22,4/7/22,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15744,uswa-metro-wealth,10,15,11,6/28/22,4/5/22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,9,0,0,26,0,1,0,0,1,3,2,0,20,0,0,3,0,0,2
15745,uswa-core-wealth,18,23,33,7/6/22,6/9/21,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,71,151,13,64,111,4,48,81,0,0,0,0,1,0,13,30,15,2,4,3,0,0,1
15746,uswa-metro-wealth,30,67,87,6/17/22,6/17/22,11,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,14,1,9,20,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
15747,uswa-emerging-wealth,5,8,4,5/31/22,11/2/20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15748,uswa-core-wealth,10,8,22,5/19/22,6/9/21,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,131,0,14,98,0,1,68,0,0,0,0,0,0,85,0,0,6,0,0,1,0,0
15749,uswa-emerging-wealth,4,33,37,5/4/22,4/27/22,1,11,10,0,0,0,0,0,0,0,0,0,0,0,41,223,626,25,162,553,18,75,308,0,0,0,9,1,0,175,108,0,0,2,0,0,0,0
15750,uswa-emerging-wealth,13,5,6,7/6/22,3/8/22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15751,uswa-emerging-wealth,4,6,35,6/28/22,4/13/20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,9,211,0,5,171,1,5,121,1,0,0,7,0,0,14,0,0,0,0,0,0,0,0
15752,uswa-core-wealth,3,19,21,6/22/22,6/6/22,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,13,95,9,46,77,5,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15753,uswa-emerging-wealth,3,10,32,6/23/22,10/8/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,214,2,2,61,0,0,16,0,0,0,3,0,0,116,129,7,6,5,2,1,3,1
15754,uswa-emerging-wealth,22,11,12,6/28/22,4/13/22,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,126,0,0,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15755,uswa-emerging-wealth,3,8,30,6/22/22,1/5/21,0,1,5,0,0,0,0,0,0,0,0,0,0,0,4,8,143,0,5,76,0,1,28,0,0,0,0,0,0,14,25,0,0,2,0,0,1,0
15756,uswa-emerging-wealth,16,19,27,7/12/22,7/12/22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,95,0,1,34,0,1,20,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
15757,uswa-metro-wealth,7,16,15,6/29/22,10/29/21,0,6,8,0,0,0,0,0,0,0,0,0,0,0,6,7,73,3,5,63,3,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15758,uswa-emerging-wealth,0,13,43,9/21/21,1/22/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,82,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15759,uswa-emerging-wealth,38,2,37,7/1/22,6/14/22,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,295,0,1,102,1,5,80,0,0,0,0,0,0,0,0,196,0,0,8,0,0,7
15760,uswa-core-wealth,16,18,30,6/29/22,4/21/22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,259,0,0,53,0,0,28,0,0,0,0,0,0,9,0,0,2,0,0,1,0,0
15761,uswa-emerging-wealth,1,8,31,6/30/22,9/16/21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,32,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15762,uswa-core-wealth,14,31,26,6/29/22,3/31/22,1,9,7,0,0,0,0,0,0,0,0,0,0,0,6,13,168,9,10,148,14,23,83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15763,uswa-metro-wealth,22,17,17,6/28/22,6/15/22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,101,0,9,183,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15764,uswa-metro-wealth,16,39,28,6/6/22,5/25/22,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,62,5,39,93,0,23,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15765,uswa-core-wealth,17,22,50,6/14/22,4/13/22,3,4,5,0,0,0,0,0,0,0,0,0,0,0,69,85,418,41,51,259,23,26,137,1,1,0,12,3,1,111,25,1,4,4,0,2,1,0
15766,uswa-core-wealth,5,9,10,4/28/22,1/15/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15767,uswa-core-wealth,11,18,14,6/15/22,6/9/22,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,25,60,0,8,19,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15768,uswa-core-wealth,6,7,23,6/16/22,11/2/20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,63,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15769,uswa-emerging-wealth,6,12,11,7/6/22,2/4/21,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,23,0,0,16,0,0,0,0,0,0,127,13,0,5,1,0,2,1,0
15770,uswa-emerging-wealth,4,14,20,3/8/22,2/9/21,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,20,49,1,7,49,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
15771,uswa-emerging-wealth,14,26,23,6/3/22,1/18/22,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,9,198,0,2,91,0,0,29,0,0,0,0,0,0,16,28,0,3,4,0,0,1,0
15772,uswa-emerging-wealth,5,21,43,7/1/22,4/1/22,1,2,9,0,0,0,0,0,0,0,0,0,0,0,10,299,445,0,169,320,0,37,163,0,0,0,2,1,0,1377,314,63,24,5,4,20,1,1
15773,uswa-metro-wealth,6,9,18,6/10/22,6/8/22,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15774,uswa-emerging-wealth,9,26,38,7/6/22,10/27/21,0,7,4,0,0,0,0,0,0,0,0,0,0,0,3,14,163,1,66,122,1,62,86,0,0,0,0,0,0,10,0,0,0,0,0,2,1,0
15775,uswa-metro-wealth,8,13,46,6/24/22,6/23/22,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15776,uswa-emerging-wealth,16,44,20,6/30/22,10/5/21,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,44,136,0,14,49,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15777,uswa-emerging-wealth,6,4,5,6/9/22,12/8/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0,15,0,0,16,0,0,0,0,0,0,29,8,0,1,2,0,0,0,0
15778,uswa-emerging-wealth,20,50,9,6/22/22,6/22/22,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,1,11,86,0,7,43,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0
15779,uswa-emerging-wealth,8,7,10,6/13/22,10/15/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0,22,44,0,12,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
15780,uswa-core-wealth,6,18,34,6/22/22,11/17/21,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15781,uswa-metro-wealth,12,24,42,7/1/22,7/1/22,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,12,69,1,28,41,0,18,33,0,0,0,0,1,0,0,0,0,0,0,0,89,76,41
15782,uswa-metro-wealth,45,97,63,6/28/22,6/1/22,6,11,6,0,0,0,0,0,0,0,0,0,0,0,1,3,81,5,7,143,3,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15783,uswa-core-wealth,5,15,47,6/29/22,3/23/22,1,2,11,0,0,0,0,0,0,0,0,0,0,0,18,33,92,0,3,23,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15784,uswa-core-wealth,5,39,55,6/29/22,6/23/22,2,9,5,0,0,0,0,0,0,0,0,0,0,0,1,5,84,3,11,87,3,3,57,0,0,0,0,0,0,24,45,6,4,3,2,2,3,0
15785,uswa-core-wealth,27,42,52,7/1/22,4/5/22,6,35,36,0,0,0,0,0,0,0,0,0,0,0,13,40,450,8,16,236,8,16,121,1,0,0,2,0,0,375,322,293,7,8,7,4,8,2
15786,uswa-core-wealth,11,16,39,7/6/22,6/22/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,95,2,30,68,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15787,uswa-emerging-wealth,5,10,10,6/24/22,7/11/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,101,0,4,51,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15788,uswa-emerging-wealth,58,80,106,6/29/22,5/26/22,16,8,24,0,0,0,0,0,0,0,0,0,0,0,8,55,301,4,16,186,1,7,94,0,1,0,16,1,0,56,34,16,3,3,2,3,2,0
15789,uswa-core-wealth,4,18,16,6/15/22,6/15/22,2,12,8,0,0,0,0,0,0,0,0,0,0,0,4,5,59,0,5,12,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15790,uswa-emerging-wealth,16,12,38,7/6/22,10/30/20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,11,0,0,0,0,0,0,9,11,0,2,1,0,0,0,0
15791,uswa-core-wealth,1,4,17,3/28/22,9/28/21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,21,258,0,10,121,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15792,uswa-emerging-wealth,19,31,2,6/29/22,11/25/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,45,171,3,17,104,2,5,33,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0
15793,uswa-core-wealth,9,15,14,6/15/22,6/15/22,3,3,8,0,0,0,0,0,0,0,0,0,0,0,4,5,107,4,8,113,1,6,68,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0
15794,uswa-metro-wealth,11,26,36,6/24/22,9/15/21,0,8,9,0,0,0,0,0,0,0,0,0,0,0,2,3,77,0,0,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15795,uswa-emerging-wealth,1,20,5,6/23/22,6/23/22,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,79,0,0,21,0,0,0,0,0,0,9,5,34,0,1,3,0,1,0
15796,uswa-core-wealth,13,12,24,6/29/22,9/24/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32,0,2,57,0,2,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15797,uswa-core-wealth,15,28,63,6/15/22,5/25/22,2,3,9,0,0,0,0,0,0,0,0,0,0,0,17,81,344,28,31,247,34,55,117,0,0,0,2,0,3,383,180,181,7,6,4,2,1,11
15798,uswa-metro-wealth,19,34,16,6/28/22,5/25/22,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,11,26,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15799,uswa-core-wealth,20,24,96,7/6/22,4/21/22,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70,123,0,16,44,0,11,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
15800,uswa-core-wealth,9,17,40,6/29/22,9/23/21,0,3,5,0,0,0,0,0,0,0,0,0,0,0,20,118,231,12,50,162,4,25,83,0,0,0,2,0,0,41,94,0,2,4,0,2,2,0
15801,uswa-emerging-wealth,0,3,8,3/11/21,12/9/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,222,0,28,105,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15802,uswa-core-wealth,10,15,16,3/21/22,1/19/22,2,8,1,0,0,0,0,0,0,0,0,0,0,0,4,251,690,10,147,383,18,71,199,0,0,0,0,0,0,64,410,6,4,4,0,3,20,0
15803,uswa-emerging-wealth,4,12,29,6/17/22,5/22/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,11,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15804,uswa-core-wealth,13,7,43,6/9/22,6/9/21,0,1,7,0,0,0,0,0,0,0,0,0,0,0,62,121,288,28,86,157,20,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15805,uswa-metro-wealth,15,43,49,6/27/22,4/5/22,7,3,9,0,0,0,0,0,0,0,0,0,0,0,3,6,29,0,21,33,3,14,41,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
15806,uswa-emerging-wealth,69,66,7,6/29/22,4/22/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,132,0,0,56,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15807,uswa-metro-wealth,23,42,40,6/27/22,3/21/22,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,7,383,0,15,362,4,15,261,1,0,1,3,0,0,4,0,0,0,0,0,10,0,0
15808,uswa-emerging-wealth,21,31,36,6/29/22,5/16/22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15809,uswa-metro-wealth,12,31,34,6/6/22,9/21/21,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15810,uswa-emerging-wealth,11,28,28,6/21/22,4/18/22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,38,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15811,uswa-core-wealth,17,25,51,6/30/22,6/7/22,6,10,30,0,0,0,0,0,0,0,0,0,0,0,26,189,470,22,91,310,10,38,124,1,0,1,2,2,0,1266,1689,816,11,13,15,120,157,73
15812,uswa-core-wealth,4,5,38,6/9/22,10/28/21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,41,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15813,uswa-core-wealth,3,36,30,6/7/22,6/7/22,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,60,101,0,18,41,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15814,uswa-emerging-wealth,10,12,15,7/6/22,6/21/21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,77,640,3,78,456,1,16,105,0,1,0,0,0,0,0,25,0,0,2,0,0,0,0
15815,uswa-core-wealth,16,34,32,6/30/22,1/24/22,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,2,19,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15816,uswa-core-wealth,15,17,26,7/6/22,4/29/20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,22,0,0,0,0,0,1,0,50,28,0,2,2,0,0,0
15817,uswa-core-wealth,7,10,26,6/30/22,12/1/21,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,132,0,1,38,2,5,23,0,0,0,0,0,0,569,468,76,9,9,4,38,32,8
15818,uswa-emerging-wealth,10,13,16,6/28/22,2/18/21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,117,1,2,73,1,4,43,0,0,1,0,0,0,21,13,0,0,0,0,0,0,0
15819,uswa-metro-wealth,17,20,25,6/30/22,5/25/22,2,17,10,0,0,0,0,0,0,0,0,0,0,0,9,50,347,14,282,340,6,216,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15820,uswa-emerging-wealth,6,12,26,6/28/22,8/10/21,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,14,79,0,1,73,1,7,26,0,0,1,1,0,1,304,15,0,5,1,0,3,1,0
15821,uswa-metro-wealth,14,50,54,6/24/22,6/21/22,6,10,18,0,0,0,0,0,0,0,0,0,0,0,3,9,67,1,6,52,0,5,28,0,0,0,1,0,0,29,17,0,2,1,0,1,1,0
15822,uswa-core-wealth,7,13,36,6/29/22,6/1/22,2,0,16,0,0,0,0,0,0,0,0,0,0,0,2,3,156,0,0,83,2,3,53,1,0,1,1,0,0,11,0,0,0,0,0,0,0,0
15823,uswa-metro-wealth,15,27,25,6/30/22,6/10/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,185,3,8,131,3,11,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15824,uswa-metro-wealth,37,45,61,7/5/22,7/5/22,2,1,11,0,0,0,0,0,0,0,0,0,0,0,7,31,457,2,12,210,0,10,84,0,0,0,1,0,0,42,16,0,1,0,0,1,0,0
15825,uswa-core-wealth,14,17,49,4/26/22,8/31/21,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,1,1,22,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0
15826,uswa-core-wealth,23,31,36,6/29/22,6/21/22,3,13,6,0,0,0,0,0,0,0,0,0,0,0,11,12,99,7,9,92,4,7,63,0,0,1,0,0,0,41,95,70,2,5,4,9,1,0
15827,uswa-core-wealth,8,25,37,6/29/22,5/18/22,1,8,9,0,0,0,0,0,0,0,0,0,0,0,5,25,83,1,10,36,2,7,25,0,0,0,0,0,0,22,39,0,0,2,0,0,1,0
15828,uswa-core-wealth,20,19,56,6/22/22,6/22/22,3,5,18,0,0,0,0,0,0,0,0,0,0,0,37,109,788,7,16,553,8,16,210,0,0,1,2,1,1,445,129,35,4,3,3,2,2,0
15829,uswa-metro-wealth,20,26,5,10/6/22,10/6/22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,38,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15830,uswa-metro-wealth,20,18,29,6/28/22,6/24/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,6,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15831,uswa-core-wealth,2,25,23,4/5/22,4/5/22,1,2,2,0,0,0,0,0,0,0,0,0,0,0,6,11,114,3,11,85,0,1,40,0,0,0,0,1,0,44,1,0,1,0,0,0,0,0
15832,uswa-core-wealth,4,7,36,1/28/22,1/26/22,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,73,168,0,18,117,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
15833,uswa-core-wealth,8,17,80,6/30/22,11/2/21,0,6,11,0,0,0,0,0,0,0,0,0,0,0,1,4,101,0,3,76,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15834,uswa-metro-wealth,18,42,32,6/28/22,6/23/22,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,41,1,3,58,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
15835,uswa-emerging-wealth,10,20,30,6/29/22,4/19/22,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,2,206,0,1,58,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15836,uswa-metro-wealth,10,18,24,6/24/22,5/3/22,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,29,152,5,26,113,2,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15837,uswa-metro-wealth,26,58,32,6/27/22,4/28/22,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,134,3,6,127,3,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15838,uswa-metro-wealth,7,4,16,6/28/22,3/23/22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,12,60,0,3,49,0,1,27,0,0,1,1,0,0,29,0,0,0,0,0,4,0,0
15839,uswa-emerging-wealth,28,21,22,6/24/22,3/2/22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,0,11,33,1,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15840,uswa-core-wealth,12,68,18,7/6/22,7/6/22,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,16,0,0,0,0,0,0,0,0,34,0,0,2,0,0,1
15841,uswa-core-wealth,7,32,30,4/13/22,3/11/22,2,11,11,0,0,0,0,0,0,0,0,0,0,0,5,81,187,2,21,112,1,11,54,0,0,1,2,1,0,148,275,68,5,7,6,6,19,8
15842,uswa-emerging-wealth,112,89,16,6/29/22,1/24/22,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,105,0,3,79,0,0,47,0,0,0,0,0,0,24,48,24,4,4,3,2,6,1
